ID,Lat,Lon,Name
012298,-31.7575,119.4522,MULGARA              
012304,-27.9283,121.3047,MELROSE              
012305,-28.6133,122.4236,LAVERTON AERO             
012306,-33.5239,122.9469,SPARKLE HILL             
012308,-33.3356,122.0697,MOUNT RIDLEY             
012311,-33.4661,122.3973,HILL PLAINS             
012312,-33.5906,122.4519,KATTA BAREGA             
012313,-30.6014,118.5228,GEERANING              
012314,-27.8386,120.7031,LEINSTER AERO             
012318,-29.3494,120.4006,WALLING ROCK             
012320,-31.2353,119.3564,SOUTHERN CROSS AIRFIELD            
013000,-26.0242,120.1033,OLD CUNYU             
013002,-25.2661,122.0433,GLEN-AYLE              
013005,-26.2253,121.5561,LORNA GLEN             
013006,-26.4006,120.9539,MILLROSE              
013011,-26.1317,126.5839,WARBURTON AIRFIELD             
013012,-26.5914,120.2258,WILUNA              
013014,-25.8181,120.1706,CUNYU SHEARING SHED            
013015,-25.7964,122.9753,CARNEGIE              
013017,-25.0341,128.3010,GILES METEOROLOGICAL OFFICE            
013018,-26.1208,121.9403,WONGAWOL              
013024,-26.5172,122.8075,PRENTI DOWNS             
013030,-21.7125,122.2281,TELFER AERO             
013032,-25.6361,121.3533,GRANITE PEAK             
013034,-27.0336,120.9233,BARWIDGEE              
013035,-27.0336,122.4439,DELITA STATION             
013038,-25.7069,120.3478,CUNYU              
013039,-26.5994,120.3417,PACKSADDLE FARM             
013040,-27.1542,124.5747,TJUKAYIRLA              
013043,-22.8181,122.5956,PARNNGURR              
013045,-20.1350,127.9892,BALGO HILLS ASA            
014003,-12.4444,130.9542,DARWIN PROFILER 050MHZ            
014004,-12.4600,130.9300,BERRIMAH RADAR             
014009,-12.5547,130.8677,CHANNEL ISLAND             
014010,-12.7511,130.3784,DUNDEE BEACH SCHOOL            
014013,-12.8100,130.4576,GERIATRIC PARK             
014015,-12.4239,130.8925,DARWIN AIRPORT             
014021,-13.1135,130.7973,BULEY ROCKHOLE             
014022,-12.8136,130.9875,DARWIN RIVER RIDGE            
014030,-12.5510,130.6867,DELISSAVILLE AIRSTRIP             
014031,-12.3895,130.6306,CHARLES POINT             
014032,-12.3890,131.1767,KOOLPINYAH              
014041,-12.6050,131.2988,MIDDLE POINT             
014042,-12.3236,133.0579,OENPELLI              
014048,-12.2242,131.0918,LEADERS CREEK             
014049,-12.4355,130.8374,DARWIN BOWLS CLUB            
014050,-12.4706,130.8455,FORT HILL WHARF            
014055,-13.4810,131.1172,UPPER ADELAIDE RIVER            
014056,-12.4322,130.4428,FISH REEF MARINE            
014059,-14.0829,131.8099,FOELSCHE HEADLAND             
014062,-14.1434,132.1925,EDITH FALLS RIDGE            
014063,-12.4428,130.9539,DARWIN PROFILER WEST            
014064,-12.4437,130.9553,DARWIN PROFILER 920MHZ            
014065,-12.4419,130.9555,DARWIN PROFILER NORTH            
014069,-12.4430,130.9568,DARWIN PROFILER EAST            
014072,-12.4719,130.8458,DARWIN NTC AWS            
014073,-13.5835,131.4576,HAYES CREEK             
014086,-12.6495,131.3181,BEATRICE HILL             
014089,-12.6354,131.2847,DS25              
014090,-12.5781,131.3145,MIDDLE POINT RANGERS            
014092,-13.2373,131.1042,ADELAIDE RIVER POST OFFICE           
014094,-12.6331,131.2619,DS24              
014097,-12.6231,131.3047,DS23              
014098,-12.6137,131.2764,DS22              
014100,-12.5698,131.2818,DS07              
014101,-12.6187,131.2505,DS21              
014107,-12.6094,131.2651,DS19              
014111,-12.6050,131.2988,DS20              
014112,-12.3786,130.8469,NIGHTCLIFF POOL             
014114,-12.6086,131.2352,DS18              
014116,-12.4429,130.9325,BERRIMAH RESEARCH FARM            
014117,-12.6026,131.3213,DS17              
014119,-12.5982,131.3048,DS16              
014125,-12.5976,131.2767,DS15              
014126,-12.5983,131.2529,DS14              
014128,-12.5917,131.3227,DS12              
014131,-12.5854,131.2895,DS11              
014136,-12.5840,131.2655,DS10              
014137,-12.5787,131.3095,DS08              
014139,-12.5570,131.2837,DS04              
014140,-12.5622,131.2668,DS03              
014142,-11.4021,130.4217,PIRLANGIMPI AIRPORT             
014143,-12.8003,131.0507,MAJESTIC ORCHIDS             
014145,-12.5777,131.2535,LAMBELL'S LAGOON             
014147,-12.7230,130.8891,PIONEER CREEK             
014148,-13.1420,130.9314,CAMP CREEK             
014149,-12.4558,131.0505,HOWARD SPRINGS NATURE PARK           
014153,-11.1538,132.1430,BLACK POINT             
014160,-12.5723,131.1006,HUMPTY DOO FIRE STATION           
014163,-12.4395,130.8376,DARWIN BOTANIC GARDENS            
014170,-12.4582,130.8283,LARRAKEYAH              
014173,-13.3787,131.5049,BAN BAN SPRINGS            
014177,-13.1281,131.3738,MOUNT RINGWOOD             
014183,-12.8324,130.9713,DARWIN RIVER DAM            
014192,-12.5337,131.0949,GIRRAWEEN              
014198,-12.6592,132.8940,JABIRU AIRPORT             
014204,-13.7584,131.5739,THE PINES             
014205,-13.6312,131.6307,EMERALD SPRINGS             
014206,-12.7270,130.9475,SOUTHPORT              
014208,-12.6686,132.8358,JABIRU COUNCIL             
014210,-12.4721,130.9926,PALMERSTON (YARRAWONGA)             
014215,-12.6997,131.0000,BERRY SPRINGS RANGERS            
014219,-12.5491,131.0794,MCMINNS LAGOON             
014222,-12.6374,131.0763,ELIZABETH VALLEY             
014224,-13.8062,132.1970,WANDIE CREEK             
014226,-12.5764,131.0829,HUMPTY DOO COLLARD ROAD           
014227,-12.3886,130.9249,KARAMA              
014235,-12.4019,130.8962,NORTHLAKES              
014237,-13.2287,131.1355,MOUNT BUNDY STATION            
014238,-12.4348,130.7486,WAGAIT BEACH             
014239,-13.1102,130.4948,LABELLE DOWNS             
014244,-12.7641,131.1598,ACACIA HILLS             
014246,-12.3784,130.9057,LEANYER              
014251,-13.5548,132.2731,MARY RIVER RANGERS            
014252,-12.6759,132.4803,AURORA KAKADU RESORT            
014253,-13.1672,130.1226,CHANNEL POINT             
014254,-12.2403,131.8785,POINT STUART             
014256,-12.9038,132.5255,COOINDA AIRSTRIP             
014259,-12.3601,130.9828,SHOAL BAY             
014260,-12.4819,130.8978,EAST ARM             
014263,-12.5855,131.7601,POINT STUART WILDERNESS LODGE           
014264,-12.7121,130.9889,TERRITORY WILDLIFE PARK            
014265,-12.4113,130.9222,CSIRO BERRIMAH             
014266,-12.4120,130.9668,THORAK CEMETERY             
014270,-12.3833,130.8500,NIGHTCLIFF SPORTS CLUB            
014272,-13.0544,131.0252,BATCHELOR AIRPORT             
014274,-11.0468,132.9791,MCCLUER ISLAND             
014275,-12.7164,131.8206,WILDMAN RANGERS             
014277,-12.6350,130.3725,DUM IN MIRRIE AIRSTRIP           
014279,-13.0797,130.6932,WALKER CREEK             
014282,-14.0996,131.8019,CLARAVALE              
014284,-12.6817,132.4736,SOUTH ALLIGATOR RANGERS            
014285,-12.3545,130.8855,DARWIN HOSPITAL             
014289,-12.3728,130.8661,CHARLES DARWIN UNIVERSITY            
014293,-12.4319,132.9504,EAST ALLIGATOR RANGER STATION           
014295,-12.7592,131.1507,ACACIA (MOCATTO ROAD)            
014296,-13.4468,131.1685,BURRELL'S CREEK             
014298,-12.4434,130.9559,ELEVEN MILE             
014299,-14.7236,134.7456,NGUKURR AIRPORT             
014305,-14.4728,132.2612,KATHERINE COUNTRY CLUB            
014306,-16.8211,136.3327,MERLIN MINE             
014308,-11.1629,132.4813,CROKER ISLAND AIRPORT            
014309,-11.5485,132.9266,MURGANELLA AIRSTRIP             
014310,-12.3272,133.0069,OENPELLI AIRPORT             
014311,-11.6485,133.3800,ARAFURA (WARRUWI)             
014312,-13.8510,136.4159,ALYANGULA              
014313,-12.4349,130.9527,KNUCKEY LAGOON             
014314,-12.6099,131.0474,NOONAMAH AIRSTRIP             
014315,-12.6692,132.8337,JABIRU FIRE STATION            
014401,-11.6500,133.3797,WARRUWI AIRPORT             
014404,-12.0932,134.8919,MILINGIMBI AIRPORT             
014405,-12.0569,134.2339,MANINGRIDA AIRPORT             
014406,-13.8600,136.4158,GROOTE EYLANDT NTC AWS           
014408,-12.1924,136.6844,ALCAN REFINERY             
014409,-13.8600,136.4158,GROOTE EYLANDT ABSLMA COMPARISON           
014410,-11.9172,136.5316,CAPE WILBERFORCE             
014501,-12.2561,136.8979,YIRRKALA TROPICAL GARDENS            
014505,-14.2786,135.7390,NUMBULWAR              
014508,-12.2741,136.8201,GOVE AIRPORT             
014509,-12.2609,136.8391,ALCAN MINESITE             
014512,-12.1939,136.7637,NHULUNBUY              
014515,-12.5007,135.8005,LAKE EVELLA             
014517,-11.9971,135.5726,NGAYAWILI              
014518,-13.9746,136.4630,GROOTE EYLANDT AIRPORT            
014519,-11.9171,136.5317,CAPE WILBERFORCE             
014600,-13.9521,133.9637,MAINORU STORE             
014601,-15.6551,132.6718,WESTERN CREEK             
014602,-14.1394,134.4742,WONGALARA              
014605,-14.2833,133.7032,MOROAK              
014607,-16.1891,133.3285,KALALA              
014610,-14.9230,133.1320,MATARANKA HOMESTEAD RESORT            
014611,-16.6795,133.4132,DUNMARRA ROADHOUSE             
014612,-15.5748,133.2137,LARRIMAH              
014613,-15.8315,133.4004,MARYFIELD              
014618,-16.2529,133.3700,DALY WATERS             
014621,-15.8087,134.1477,NUTWOOD DOWNS             
014626,-16.2637,133.3782,DALY WATERS AIRSTRIP            
014627,-13.6715,134.3415,BULMAN              
014628,-16.4550,134.6504,TANUMBIRINI              
014636,-16.5481,132.9038,HIDDEN VALLEY             
014637,-14.0412,134.0951,MAINORU              
014638,-15.5270,132.6534,GORRIE              
014639,-15.9178,132.3831,GILNOCKIE              
014641,-14.9239,133.0623,MATARANKA AIRSTRIP             
014642,-14.8408,132.9676,MATARANKA STATION             
014644,-15.0041,133.0769,COODARDIE              
014645,-15.2654,135.5016,LIMMEN RIVER             
014646,-14.8529,134.0361,FLYING FOX             
014647,-15.2709,132.9123,LAKEFIELD              
014648,-14.1400,133.1094,WEST WATERHOUSE             
014649,-14.9220,134.0587,NUMUL NUMUL             
014650,-14.9147,133.1270,CAVE CREEK STATION            
014651,-13.8269,133.3278,SNOWDROP CREEK             
014652,-14.5264,132.8006,MARANBOY HILL             
014653,-14.2574,133.5942,CONWAYS              
014654,-14.3296,133.1176,CENTRAL WATERHOUSE             
014656,-16.7329,133.5043,HAYFIELD              
014658,-16.1584,133.1300,SUNDAY CREEK STATION            
014659,-16.7205,136.9490,ROBINSON RIVER AIRSTRIP            
014660,-15.5993,130.4540,BRADSHAW RANGE CONTROL            
014702,-16.9764,135.8129,MALLAPUNYAH              
014703,-15.7426,136.8192,CENTRE ISLAND             
014704,-16.4423,136.0760,MCARTHUR RIVER MINE AIRPORT           
014705,-17.2314,137.3309,CALVERT HILLS             
014707,-17.2122,137.9462,WOLLOGORANG              
014708,-15.6227,136.3533,BING BONG             
014712,-15.5756,134.0952,HODGSON RIVER             
014713,-19.1385,137.8734,GALLIPOLI              
014715,-16.6597,135.8520,MCARTHUR RIVER STATION            
014716,-16.4251,135.2024,BROADMERE              
014718,-17.1916,137.7429,REDBANK MINE             
014719,-15.5758,135.4271,NATHAN RIVER             
014720,-17.9180,136.9056,BENMARA              
014723,-16.0755,136.3041,BORROLOOLA AIRPORT             
014729,-15.6291,136.3881,BING BONG PORT            
014730,-14.1054,133.3422,UPPER WATERHOUSE RIVER            
014732,-15.9332,136.4778,KING ASH BAY            
014800,-16.2565,131.7530,KILLARNEY              
014801,-16.4835,130.6235,HUMBERT RIVER             
014802,-17.0366,131.2940,CAMFIELD              
014803,-15.2083,129.4503,LEGUNE              
014805,-19.0178,132.0000,CENTRAL TANAMI             
014806,-16.4152,132.0858,BIRRIMBA              
014807,-16.6651,131.7644,MONTEJINNI              
014810,-15.4660,129.7676,BULLO RIVER             
014814,-15.6844,130.0098,AUVERGNE              
014815,-16.6346,129.3282,WATERLOO              
014816,-15.7372,131.5345,OLD DELAMERE             
014817,-15.3482,130.2763,BRADSHAW HOMESTEAD             
014820,-16.0498,129.2649,NEWRY              
014821,-16.4583,129.0059,ROSEWOOD              
014823,-17.2296,129.8873,LIMBUNYA              
014824,-16.1196,130.4282,BULLITA              
014825,-16.4030,131.0145,VICTORIA RIVER DOWNS            
014828,-16.3896,131.5573,SHOEING TOOL BORE            
014829,-18.3324,130.6361,LAJAMANU AIRPORT             
014830,-17.5987,131.5444,CATTLE CREEK             
014831,-17.9037,130.2270,RIVEREN              
014836,-17.8483,129.6360,INVERWAY              
014839,-15.6283,131.6357,DELAMERE              
014840,-17.3869,131.1166,WAVE HILL             
014847,-16.1177,130.9558,KIDMAN SPRINGS             
014848,-15.6194,131.1281,VICTORIA RIVER ROADHOUSE            
014850,-15.6614,130.4808,TIMBER CREEK             
014852,-17.9979,129.3454,BUNDA              
014853,-15.9699,129.0408,KEEP RIVER RANGERS            
014854,-17.8581,130.8841,SUNSHINE BORE             
014855,-17.3354,129.2892,NELSON SPRINGS             
014856,-18.3903,129.4300,BIRRINDUDU              
014857,-19.2800,129.9424,SUPLEJACK              
014858,-16.5437,131.7965,TOP SPRINGS ROADHOUSE            
014863,-17.3982,131.9558,BJ'S BORE             
014864,-16.3340,131.5148,MOOLOOLOO              
014865,-16.9817,130.5598,MOUNT SANFORD             
014866,-17.6129,130.0714,UPPER VICTORIA RIVER            
014867,-16.9566,130.5674,UPPER WICKHAM RIVER            
014868,-16.8526,131.1597,PIGEON HOLE             
014869,-18.7757,131.2785,DUCK PONDS             
014900,-15.2437,132.1548,DRY RIVER STATION            
014901,-13.8345,131.1872,DOUGLAS RIVER RESEARCH FARM           
014902,-14.4589,132.2572,KATHERINE COUNCIL             
014903,-14.4437,132.2737,KATHERINE AVIATION MUSEUM            
014906,-14.1894,130.8815,FISH RIVER             
014907,-13.4279,130.4939,LITCHFIELD              
014909,-13.3275,133.0861,CENTRAL ARNHEM PLATEAU            
014910,-14.4747,132.3051,KATHERINE RESEARCH FARM            
014913,-13.7439,130.4933,ELIZABETH DOWNS             
014917,-14.0155,131.6105,JINDARE              
014921,-15.2870,131.5817,WILLEROO              
014925,-13.7352,131.0437,TIPPERARY              
014927,-14.3727,132.1559,CDU KATHERINE RURAL CAMPUS           
014932,-14.5229,132.3826,TINDAL RAAF             
014933,-13.8241,131.8372,PINE CREEK             
014938,-13.7379,130.6834,MANGO FARM             
014939,-14.8646,131.8443,SCOTT CREEK             
014940,-14.4995,131.3468,DORISVALE              
014947,-14.0106,132.2084,UPPER FERGUSSON RIVER            
014948,-14.2494,129.5282,PORT KEATS AIRPORT            
014949,-15.7441,131.9181,DELAMERE WEAPONS RANGE            
014950,-14.1242,132.6379,MOUNT FELIX             
014951,-15.4219,132.2722,MARGARET DOWNS             
014954,-14.9408,130.8091,BRADSHAW              
014955,-14.3203,132.4218,NITMILUK RANGERS             
014956,-13.9491,131.3190,BONALBO              
014959,-14.4524,131.6860,FLORINA              
014960,-13.8243,131.8320,PINE CREEK COUNCIL            
014961,-14.5543,132.2241,MANBULLOO              
014962,-14.2541,132.7357,YEURALBA RIDGE             
014965,-14.1881,132.3961,UPPER SEVENTEEN MILE CREEK           
014966,-14.3148,132.4248,NITMILUK RIDGE             
014967,-14.3055,132.0772,EDITH FARMS ROAD            
014968,-14.5131,132.4461,TINDAL RADAR             
014970,-14.1084,132.9004,FANNY CREEK             
014971,-14.4721,132.2849,KATHERINE POLICE STATION            
014972,-13.8516,132.6505,MOUNT STOW             
014974,-15.1542,131.6982,MATHISON              
014975,-11.3564,132.3524,DANGER POINT ROAD            
014976,-14.1389,134.4602,WILTON RIVER             
014978,-12.5937,131.3055,MIDDLE POINT SATELLITE EARTH STATION          
014979,-14.4904,132.1732,KATHERINE - BRAY RD           
015000,-19.3624,135.3009,ROCKY              
015002,-19.4157,133.5541,WISO BORE             
015003,-16.4817,134.0950,AMUNGEE MUNGEE             
015004,-20.5020,137.7745,AUSTRAL DOWNS             
015005,-20.0297,137.4907,AVON DOWNS             
015006,-17.0657,133.4119,STURT PLAIN (HAYFIELD)            
015015,-18.4336,133.8774,HELEN SPRINGS             
015019,-20.9645,137.9214,LAKE NASH             
015027,-18.9488,135.1935,ROCKHAMPTON DOWNS             
015040,-20.0519,137.0188,SOUDAN              
015041,-18.0014,134.8618,EVA DOWNS             
015067,-18.7920,134.0297,BANKA BANKA             
015081,-17.9777,135.5322,ANTHONY LAGOON             
015082,-18.3177,133.7947,RENNER SPRINGS             
015085,-18.6370,135.9450,BRUNETTE DOWNS             
015086,-17.3785,133.4103,NEWCASTLE WATERS             
015088,-19.0577,136.7065,ALEXANDRIA              
015103,-17.6744,134.2510,UCHARONIDGE              
015114,-19.2738,134.1235,PHILLIP CREEK             
015123,-18.8693,134.4987,BRUNCHILLY              
015125,-18.8052,137.0879,MITTIEBAH              
015131,-17.5552,133.5439,ELLIOTT              
015135,-19.6423,134.1833,TENNANT CREEK AIRPORT            
015139,-19.9331,134.3550,WARRAMUNGA              
015147,-17.7838,135.6635,WALHALLOW              
015150,-17.2425,136.1821,KIANA              
015501,-23.1274,133.8360,YAMBAH              
015502,-21.0025,134.4029,ALI CURUNG             
015503,-23.0364,134.6801,MOUNT RIDDOCK             
015507,-22.3854,133.0522,PINE HILL             
015508,-24.2691,134.4028,ALLAMBI              
015510,-25.9551,133.2110,MOUNT CAVENAGH             
015511,-25.3139,131.7571,CURTIN SPRINGS             
015515,-23.3432,133.1721,AMBURLA              
015518,-22.5096,132.7525,NAPPERBY              
015519,-24.7495,133.2317,PALMER VALLEY             
015521,-23.2837,134.4229,THE GARDEN             
015523,-23.4062,132.2437,GLEN HELEN             
015524,-24.9949,133.7876,IDRACOWRA              
015525,-21.5317,133.8901,BARROW CREEK             
015528,-22.2565,131.8011,YUENDUMU              
015530,-21.1661,135.4460,ELKEDRA              
015531,-23.9450,132.7749,HERMANNSBURG              
015534,-21.9041,136.0741,OORATIPPRA              
015535,-22.0498,132.4950,CONISTON              
015536,-24.6685,134.0721,MARYVALE              
015537,-20.5003,134.6620,KURUNDI              
015542,-21.8481,133.1228,ANNINGIE              
015543,-22.6459,133.3457,AILERON              
015545,-22.9783,134.9173,HARTS RANGE POLICE            
015546,-23.8287,134.9556,RINGWOOD              
015547,-22.6134,135.0359,NEW MACDONALD DOWNS            
015551,-22.8951,135.4592,HUCKITTA              
015552,-24.5521,133.2520,HENBURY              
015553,-23.5092,133.2677,HAMILTON DOWNS             
015554,-22.2984,130.8500,VAUGHAN SPRINGS             
015557,-24.3996,132.4525,TEMPE DOWNS             
015559,-22.8024,137.2954,MARQUA              
015560,-22.1086,137.9819,MANNERS CREEK             
015561,-23.2674,131.2733,MOUNT LIEBIG             
015562,-24.3612,133.4315,ORANGE CREEK             
015564,-23.8754,133.4704,OWEN SPRINGS             
015567,-22.7415,132.1554,CENTRAL MOUNT WEDGE            
015569,-21.2759,132.6230,WILLOWRA              
015572,-21.7325,133.7633,STIRLING              
015574,-25.2219,133.1955,ERLDUNDA              
015575,-23.3734,134.7499,CLARAVILLE              
015577,-22.4515,134.8189,DELMORE DOWNS             
015579,-24.0137,135.4268,NUMERY              
015584,-21.6743,136.6654,ARGADARGADA              
015585,-21.7507,135.2382,AMMAROO              
015587,-21.2103,136.4749,ANNITOWA              
015588,-23.3845,134.6841,AMBALINDUM              
015590,-23.7951,133.8890,ALICE SPRINGS AIRPORT            
015593,-22.8211,134.4508,ALCOOTA              
015594,-23.4564,134.6849,ARLTUNGA              
015595,-25.4108,135.2906,ANDADO              
015596,-22.9028,134.0500,BUSHY PARK             
015600,-25.6771,134.8330,NEW CROWN             
015601,-23.1724,132.1499,THE DERWENT             
015602,-22.9494,136.1442,JERVOIS              
015603,-25.8428,133.3027,KULGERA              
015604,-22.4415,136.2922,LUCY CREEK             
015605,-25.5607,134.0713,LILLA CREEK             
015607,-22.1310,132.0813,MOUNT DENISON             
015608,-21.0435,134.6753,MURRAY DOWNS             
015610,-23.3292,135.4400,INDIANA              
015611,-22.7231,131.1690,NEWHAVEN              
015612,-23.2044,131.9156,PAPUNYA              
015616,-23.5943,134.4887,ROSS RIVER             
015617,-24.1308,134.3736,SANTA TERESA             
015618,-22.2741,137.9730,TOBERMOREY              
015619,-23.8398,134.5089,TODD RIVER             
015620,-22.6577,136.7998,TARLTON DOWNS             
015623,-23.6939,134.0352,UNDOOLYA              
015624,-25.9891,132.9748,VICTORY DOWNS             
015626,-22.3959,134.2333,WOODGREEN              
015627,-25.2136,134.2466,HORSESHOE BEND             
015628,-23.7164,133.8819,ALICE SPRINGS GOLF CLUB           
015631,-23.5406,133.9211,BOND SPRINGS HOMESTEAD            
015633,-24.0637,132.7448,PALM VALLEY             
015635,-25.1896,130.9737,YULARA AIRPORT             
015637,-25.1975,133.1995,ERLDUNDA ROADHOUSE             
015638,-23.6853,132.6722,GLEN HELEN LODGE            
015639,-25.1784,132.6764,MOUNT EBENEZER             
015640,-25.9053,131.6712,MULGA PARK             
015641,-20.5476,130.3466,THE GRANITES             
015642,-24.1267,133.0848,WALLACE ROCK HOLE            
015643,-22.4518,133.6377,TERRITORY GRAPE FARM            
015644,-25.5745,132.3357,LYNDAVALE              
015645,-24.2992,134.1439,DEEP WELL             
015650,-23.2309,132.6260,NARWIETOOMA              
015652,-24.2918,131.5490,WATARRKA              
015653,-22.9688,134.2415,GEMTREE PARK             
015654,-23.9954,131.5530,MEREENIE              
015656,-24.2578,135.2707,TODD RIVER DOWNS            
015657,-20.4445,135.2627,EPENARRA              
015658,-22.8094,132.5995,TILMOUTH WELL             
015660,-25.3602,131.0196,ULURU RANGERS             
015661,-22.2109,134.1182,MOUNT SKINNER             
015664,-23.2656,129.3844,WALUNGURRU AIRPORT             
015666,-20.1823,130.0148,RABBIT FLAT             
015667,-23.6339,132.7300,ORMISTON GORGE             
015668,-23.6521,132.7323,ORMISTON KNOLL             
015669,-21.5142,133.9933,NEUTRAL JUNCTION             
015670,-25.3792,135.4286,OLD ANDADO             
015671,-23.5231,133.6792,JINDALEE - MT EVERARD           
015672,-20.5337,129.9363,DEAD BULLOCK SOAK            
015673,-23.5312,134.3743,TREPHINA GORGE             
015677,-23.9468,133.0904,EAST DAM             
015678,-24.8587,129.1193,DOCKER RIVER AIRSTRIP            
015679,-23.7047,133.8383,ALICE SPRINGS DESERT PARK           
015680,-23.6719,133.8872,ALICE SPRINGS TELEGRAPH STATION           
015681,-21.8528,136.1592,OORATIPPRA HOMESTEAD             
016000,-31.0229,137.0494,WOOMERA (ARCOONA)             
016001,-31.1558,136.8054,WOOMERA AERODROME             
016003,-30.1658,134.8928,BULGUNNIA              
016005,-32.3983,137.2269,PORT AUGUSTA (CARRIEWERLOO STN)           
016006,-29.9434,134.1506,TARCOOLA (COMMONWEALTH HILL)            
016007,-29.0040,134.7564,COOBER PEDY             
016008,-26.1035,131.2064,AMATA AIRSTRIP             
016009,-31.0623,135.8659,COONDAMBO              
016016,-30.8453,135.3101,KINGOONYA (NORTH WELL)            
016021,-31.2609,135.2374,KOKATHA              
016022,-31.9955,134.8827,KONDOOLKA              
016024,-31.7397,135.1722,LAKE EVERARD             
016025,-31.7293,136.4448,WOOMERA (MAHANEWO)             
016027,-29.8409,134.9035,COOBER PEDY (MCDOUALL PEAK)           
016028,-30.0047,136.0445,MILLERS CREEK             
016030,-30.1809,135.6629,MOUNT EBA             
016031,-30.2406,133.9885,TARCOOLA (MULGATHING)             
016032,-32.5226,136.4926,NONNING              
016033,-31.6611,137.0382,WOOMERA (OAKDEN HILLS)            
016034,-32.1572,135.0722,HILTABA              
016035,-30.4027,136.3920,ROXBY DOWNS (PARAKYLIA STATION)           
016036,-31.4831,137.4805,WOOMERA (PERNATTY STATION)            
016041,-30.4230,135.4788,BON BON             
016043,-31.6338,137.6218,WOOMERA (SOUTH GAP STATION)           
016046,-32.4395,135.7730,THURLGA              
016047,-27.1391,134.7575,TODMORDEN              
016048,-29.9964,135.3911,THE TWINS STATION            
016055,-32.3792,135.5247,YARDEA              
016056,-32.1232,137.1505,YUDNAPINNA              
016059,-29.8113,133.3603,TARCOOLA (MOBELLA)             
016062,-31.1994,135.2293,WIRRAMINNA HOMESTEAD             
016065,-30.4490,137.1692,ANDAMOOKA              
016067,-32.4398,136.0671,MOUNT IVE             
016082,-28.2415,134.9899,MOUNT BARRY STATION            
016083,-26.7134,135.0782,HAMILTON STATION             
016084,-30.9693,135.7508,GLENDAMBO              
016085,-27.3002,133.6201,MARLA POLICE STATION            
016086,-31.7646,135.6494,MOONAREE (KANGAROO WELL)            
016088,-27.3148,133.2963,MINTABIE              
016090,-29.0347,134.7222,COOBER PEDY AIRPORT            
016093,-27.9375,134.7390,ARCKARINGA STATION             
016094,-27.9555,134.3157,COPPER HILLS STATION            
016095,-26.2085,133.8545,TIEYON              
016096,-30.4829,136.8772,ROXBY DOWNS (OLYMPIC DAM AERODROME)          
016097,-26.2635,132.1771,ERNABELLA (PUKATJA)             
016098,-30.7051,134.5786,TARCOOLA AERO             
016099,-26.1618,129.1656,PIPALYATJARA              
016100,-26.9080,134.0547,LAMBINA              
016101,-29.3468,131.8512,GREAT VICTORIA DESERT (LENNY'S TREE)          
016102,-28.5253,131.5729,GREAT VICTORIA DESERT (SHOTLINE)           
016103,-28.6407,132.1918,GREAT VICTORIA DESERT (EMU)           
016104,-29.0290,133.2874,GREAT VICTORIA DESERT (TALLARINGA WELL)          
016107,-28.2035,134.4852,EVELYN DOWNS             
017004,-28.8921,136.1688,ANNA CREEK             
017007,-27.6286,135.5879,OODNADATTA (ALLANDALE)             
017010,-30.5328,139.3029,GAMMON RANGES (BALCANOONA)            
017012,-30.8246,138.3822,BELTANA STATION             
017014,-31.0939,138.6786,BLINMAN              
017016,-27.0181,138.8949,CLIFTON HILLS             
017017,-31.2531,138.3892,COMMODORE              
017019,-26.7061,140.6261,CORDILLO DOWNS             
017020,-27.7025,138.3358,MUNGERANIE (COWARIE)             
017022,-28.1696,139.6105,MOOMBA (TANTANNA)             
017024,-30.0660,138.2739,MARREE (FARINA)             
017026,-28.3725,139.9727,MOOMBA (DARALINGIE)             
017028,-27.7240,140.7633,INNAMINCKA STATION             
017030,-27.2533,135.6492,MACUMBA              
017031,-29.6451,138.0639,MARREE              
017032,-30.9904,138.5787,BLINMAN (MOOLOOLOO)             
017036,-28.3525,138.6534,MUNGERANIE (MULKA)             
017037,-29.2390,137.9058,MULOORINA STATION (MULOORINA HOMESTEAD)           
017038,-29.7331,138.2329,MARREE (MUNDOWDNA STATION)            
017039,-29.5897,139.0508,MARREE (MURNPEOWIE)             
017041,-30.9372,138.8919,BLINMAN (NARRINA)             
017043,-27.5553,135.4456,OODNADATTA AIRPORT             
017045,-26.1282,139.3894,PANDIE PANDIE             
017049,-30.4291,138.9808,GAMMON RANGES (ARCOONA BLUFF)           
017052,-30.6383,139.3445,WERTALOONA              
017054,-31.1278,138.9618,BLINMAN (WIRREALPA)             
017055,-30.0213,138.0424,MARREE (WITCHELINA STATION)            
017056,-30.4132,139.4198,GAMMON RANGES (WOOLTANA)            
017058,-29.0174,138.4608,MARREE (DULKANINNA)             
017067,-28.0183,138.6637,MUNGERANIE              
017070,-26.0702,135.2471,MOUNT DARE             
017076,-29.2781,138.3823,MARREE (CLAYTON)             
017089,-27.7205,138.2548,KALAMURINA              
017097,-31.0887,138.7414,BLINMAN (ANGORICHINA)             
017098,-31.1881,138.2785,PARACHILNA (MOTPENA)             
017099,-30.3110,139.3357,ARKAROOLA              
017103,-30.4632,139.0493,GAMMON RANGES (THE PLATEAU)           
017106,-30.8715,140.9710,BROUGHMAN'S GATE HOUSE (QUINYAMBIE)           
017110,-30.5963,138.4219,LEIGH CREEK AIRPORT            
017111,-28.1484,140.8672,INNAMINCKA (DULLINGARI)             
017112,-27.6908,140.1066,MOOMBA (TIRRAWARRA)             
